path,bytes,kind,width,height
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-3/markdown.md,3080,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-3/page-metadata.json,4645,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-4/markdown.md,23075,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-4/page-metadata.json,135,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-5/img-4.jpeg,67155,image,666,535
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-5/img-5.jpeg,40815,image,332,518
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-5/markdown.md,2547,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-5/page-metadata.json,4247,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/img-6.jpeg,25424,image,220,548
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/img-7.jpeg,87312,image,685,558
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/markdown.md,11932,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/page-metadata.json,13469,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/img-8.jpeg,65088,image,776,640
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/img-9.jpeg,9078,image,69,625
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/markdown.md,62,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/page-metadata.json,820,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-8/img-10.jpeg,68523,image,849,624
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-8/markdown.md,932,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-8/page-metadata.json,1664,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/img-11.jpeg,8533,image,341,152
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/img-12.jpeg,3873,image,239,108
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/markdown.md,3581,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/page-metadata.json,11605,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/markdown.md,88516,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-1/img-0.jpeg,75308,image,879,593
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-1/markdown.md,247,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-1/page-metadata.json,972,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-10/img-16.jpeg,80404,image,870,628
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-10/markdown.md,37,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-10/page-metadata.json,580,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-11/img-17.jpeg,41449,image,598,586
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-11/markdown.md,49,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-11/page-metadata.json,773,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/img-18.jpeg,23728,image,426,386
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/img-19.jpeg,35850,image,422,560
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/img-20.jpeg,8592,image,170,234
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/markdown.md,141,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/page-metadata.json,1859,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-13/img-21.jpeg,89450,image,878,609
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-13/markdown.md,49,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-13/page-metadata.json,772,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-14/markdown.md,24,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-14/page-metadata.json,538,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/img-22.jpeg,2147,image,91,71
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/img-23.jpeg,9564,image,352,181
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/markdown.md,549,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/page-metadata.json,3912,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-16/markdown.md,2675,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-16/page-metadata.json,7970,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/img-24.jpeg,5913,image,337,134
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/img-25.jpeg,21172,image,522,170
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/markdown.md,815,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/page-metadata.json,3978,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-18/img-26.jpeg,28928,image,427,695
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-18/markdown.md,224,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-18/page-metadata.json,1503,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-19/markdown.md,3741,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-19/page-metadata.json,5487,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-2/img-1.jpeg,96277,image,983,633
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-2/markdown.md,35,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-2/page-metadata.json,575,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-20/img-27.jpeg,7077,image,144,349
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-20/markdown.md,511,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-20/page-metadata.json,2713,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-21/img-28.jpeg,39323,image,527,827
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-21/markdown.md,59,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-21/page-metadata.json,972,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-22/img-29.jpeg,30614,image,533,653
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-22/markdown.md,55,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-22/page-metadata.json,783,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-23/img-30.jpeg,13715,image,261,481
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-23/markdown.md,418,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-23/page-metadata.json,3558,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-24/img-31.jpeg,15918,image,268,606
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-24/markdown.md,146,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-24/page-metadata.json,1433,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/img-32.jpeg,14660,image,277,489
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/img-33.jpeg,3558,image,182,139
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/markdown.md,197,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/page-metadata.json,2439,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-26/markdown.md,30,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-26/page-metadata.json,544,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-27/img-34.jpeg,29061,image,629,289
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-27/markdown.md,53,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-27/page-metadata.json,783,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-28/markdown.md,3546,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-28/page-metadata.json,5681,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-29/markdown.md,3095,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-29/page-metadata.json,7898,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/img-2.jpeg,58636,image,661,573
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/img-3.jpeg,3263,image,151,124
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/img-4.jpeg,8811,image,232,216
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/markdown.md,669,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/page-metadata.json,4099,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-30/markdown.md,4071,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-30/page-metadata.json,5849,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-31/markdown.md,3513,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-31/page-metadata.json,4735,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-32/markdown.md,4003,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-32/page-metadata.json,6206,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/img-35.jpeg,2082,image,91,68
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/img-36.jpeg,9505,image,351,178
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/markdown.md,1752,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/page-metadata.json,4052,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-37.jpeg,2857,image,155,66
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-38.jpeg,5166,image,286,58
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-39.jpeg,1454,image,134,40
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-40.jpeg,8935,image,204,227
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-41.jpeg,6042,image,259,143
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/markdown.md,4772,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/page-metadata.json,11370,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/img-42.jpeg,8810,image,230,126
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/img-43.jpeg,3483,image,229,70
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/img-44.jpeg,7935,image,312,194
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/markdown.md,4966,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/page-metadata.json,11851,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/img-45.jpeg,4782,image,174,123
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/img-46.jpeg,6860,image,249,128
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/markdown.md,4687,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/page-metadata.json,9884,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-37/img-47.jpeg,65852,image,589,609
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-37/markdown.md,62,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-37/page-metadata.json,975,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-38/img-48.jpeg,6017,image,176,259
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-38/img-49.jpeg,16038,image,288,273
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-38/markdown.md,2570,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-38/page-metadata.json,6100,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-39/img-50.jpeg,21842,image,578,358
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-39/img-51.jpeg,13853,image,471,278
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-39/markdown.md,1437,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-39/page-metadata.json,3671,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-4/img-5.jpeg,66142,image,611,419
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-4/img-6.jpeg,19395,image,233,417
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-4/markdown.md,4826,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-4/page-metadata.json,7058,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-40/markdown.md,7191,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-40/page-metadata.json,10485,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-41/img-52.jpeg,49132,image,855,346
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-41/markdown.md,74,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-41/page-metadata.json,992,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-42/img-53.jpeg,44127,image,854,601
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-42/markdown.md,79,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-42/page-metadata.json,994,text,,
