path,bytes,width,height,disposition,dest_dir,dest_name,profile,notes
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-5/page-metadata.json,4247,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/img-6.jpeg,25424,220,548,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/img-7.jpeg,87312,685,558,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/markdown.md,11932,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-6/page-metadata.json,13469,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/img-8.jpeg,65088,776,640,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/img-9.jpeg,9078,69,625,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/markdown.md,62,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-7/page-metadata.json,820,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-8/img-10.jpeg,68523,849,624,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-8/markdown.md,932,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-8/page-metadata.json,1664,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/img-11.jpeg,8533,341,152,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/img-12.jpeg,3873,239,108,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/markdown.md,3581,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150708Z/Philips-VP415-Service-Manual-hires-300-part3of5-pages073-092.pdf/pages/page-9/page-metadata.json,11605,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/markdown.md,88516,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-1/img-0.jpeg,75308,879,593,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-1/markdown.md,247,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-1/page-metadata.json,972,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-10/img-16.jpeg,80404,870,628,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-10/markdown.md,37,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-10/page-metadata.json,580,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-11/img-17.jpeg,41449,598,586,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-11/markdown.md,49,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-11/page-metadata.json,773,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/img-18.jpeg,23728,426,386,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/img-19.jpeg,35850,422,560,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/img-20.jpeg,8592,170,234,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/markdown.md,141,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-12/page-metadata.json,1859,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-13/img-21.jpeg,89450,878,609,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-13/markdown.md,49,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-13/page-metadata.json,772,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-14/markdown.md,24,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-14/page-metadata.json,538,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/img-22.jpeg,2147,91,71,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/img-23.jpeg,9564,352,181,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/markdown.md,549,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-15/page-metadata.json,3912,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-16/markdown.md,2675,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-16/page-metadata.json,7970,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/img-24.jpeg,5913,337,134,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/img-25.jpeg,21172,522,170,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/markdown.md,815,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-17/page-metadata.json,3978,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-18/img-26.jpeg,28928,427,695,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-18/markdown.md,224,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-18/page-metadata.json,1503,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-19/markdown.md,3741,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-19/page-metadata.json,5487,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-2/img-1.jpeg,96277,983,633,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-2/markdown.md,35,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-2/page-metadata.json,575,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-20/img-27.jpeg,7077,144,349,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-20/markdown.md,511,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-20/page-metadata.json,2713,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-21/img-28.jpeg,39323,527,827,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-21/markdown.md,59,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-21/page-metadata.json,972,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-22/img-29.jpeg,30614,533,653,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-22/markdown.md,55,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-22/page-metadata.json,783,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-23/img-30.jpeg,13715,261,481,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-23/markdown.md,418,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-23/page-metadata.json,3558,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-24/img-31.jpeg,15918,268,606,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-24/markdown.md,146,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-24/page-metadata.json,1433,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/img-32.jpeg,14660,277,489,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/img-33.jpeg,3558,182,139,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/markdown.md,197,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-25/page-metadata.json,2439,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-26/markdown.md,30,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-26/page-metadata.json,544,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-27/img-34.jpeg,29061,629,289,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-27/markdown.md,53,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-27/page-metadata.json,783,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-28/markdown.md,3546,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-28/page-metadata.json,5681,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-29/markdown.md,3095,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-29/page-metadata.json,7898,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/img-2.jpeg,58636,661,573,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/img-3.jpeg,3263,151,124,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/img-4.jpeg,8811,232,216,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/markdown.md,669,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-3/page-metadata.json,4099,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-30/markdown.md,4071,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-30/page-metadata.json,5849,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-31/markdown.md,3513,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-31/page-metadata.json,4735,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-32/markdown.md,4003,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-32/page-metadata.json,6206,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/img-35.jpeg,2082,91,68,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/img-36.jpeg,9505,351,178,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/markdown.md,1752,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-33/page-metadata.json,4052,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-37.jpeg,2857,155,66,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-38.jpeg,5166,286,58,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-39.jpeg,1454,134,40,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-40.jpeg,8935,204,227,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/img-41.jpeg,6042,259,143,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/markdown.md,4772,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-34/page-metadata.json,11370,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/img-42.jpeg,8810,230,126,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/img-43.jpeg,3483,229,70,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/img-44.jpeg,7935,312,194,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/markdown.md,4966,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-35/page-metadata.json,11851,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/img-45.jpeg,4782,174,123,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/img-46.jpeg,6860,249,128,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/markdown.md,4687,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-36/page-metadata.json,9884,,,source-text,,,none,text source for tools/import_ocr.py
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-37/img-47.jpeg,65852,589,609,exclude,,,none,downscaled by the OCR vendor; never published (manifest §3)
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150737Z/Philips-VP415-Service-Manual-hires-300-part4of5-pages093-139.pdf/pages/page-37/markdown.md,62,,,source-text,,,none,text source for tools/import_ocr.py
